type,date,amount,id,name,memo,source,category,spend_type,vendor,month,year,amount_inv
DEBIT,2025-11-26,-16.74,2025-11-20~2025-11-27~1802021,Saad Mohammed Doodhwal,,td_visa,food & bev,,,11-2025,2025,16.74
DEBIT,2025-11-26,-22.77,2025-11-20~2025-11-27~1802031,IL PRINCIPE IN CENTRO,,td_visa,food & bev,,,11-2025,2025,22.77
DEBIT,2025-11-26,-118.04,2025-11-20~2025-11-27~1802041,OSTERIA DEL PODESTA' ..,,td_visa,food & bev,,,11-2025,2025,118.04
DEBIT,2025-11-26,-2.51,2025-11-20~2025-11-27~1802051,CAFFE' TERZI BOLOGNA,,td_visa,food & bev,,,11-2025,2025,2.51
DEBIT,2025-11-26,-10.05,2025-11-20~2025-11-27~1802061,SUPERMERCATO COOP MERCAT,,td_visa,food & bev,,,11-2025,2025,10.05
DEBIT,2025-11-27,-1000,1000030272813519D,eTransfer - Debit,Payee: JOHN H YUILL,beem_ch,transfer/pmt,,,11-2025,2025,1000
CREDIT,2025-11-27,1000,2.53311E+16,E-TRANSFER ***Bvv,,td_ch,transfer/pmt,,,11-2025,2025,-1000
DEBIT,2025-11-27,-133.85,2025-11-20~2025-11-28~1828405,TRENITALIA - LEFRECCE,,td_visa,travel/transport,,,11-2025,2025,133.85
CREDIT,2025-11-27,2000,2025-11-20~2025-11-28~1828415,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,11-2025,2025,-2000
DEBIT,2025-11-28,-10.49,2.02511E+14,DOORDASHDASHPASS,DOORDASHDASHPASS,cap_one_visa,food & bev,,,11-2025,2025,10.49
DEBIT,2025-11-28,-24.63,2.02511E+12,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,entertainment,,,11-2025,2025,24.63
DEBIT,2025-11-28,-3.95,2.53331E+16,MONTHLY ACCOUNT FEE,,td_ch,int/bank chg/tax,,,11-2025,2025,3.95
DEBIT,2025-11-28,-451.79,2025-11-20~2025-12-01~1346082,Hotel Corona d Oro 2,,td_visa,travel/transport,,,11-2025,2025,451.79
DEBIT,2025-11-29,-133.6,2025-11-20~2025-12-02~1825116,WWW.COOPCULTURE.IT,,td_visa,recreation/educ,,,11-2025,2025,133.6
DEBIT,2025-11-29,-5.01,2025-11-20~2025-12-01~1346092,CAFFE' MARIO DI DI SA..,,td_visa,food & bev,,,11-2025,2025,5.01
DEBIT,2025-11-30,-150.3,2025-11-20~2025-12-01~1346102,TRATTORIA DA CHEF ENRICO,,td_visa,food & bev,,,11-2025,2025,150.3
DEBIT,2025-11-30,-801.6,2025-11-20~2025-12-01~1346112,CHIANTI TAXI,,td_visa,travel/transport,,,11-2025,2025,801.6
DEBIT,2025-12-01,-974.19,1000030272813520D,External Withdrawal,Mortgage Home Trust Company 0003248027,beem_ch,rental inc,,,12-2025,2025,974.19
DEBIT,2025-12-01,-81.14,2.02512E+14,HELLOFRESH,HELLOFRESH,cap_one_visa,food & bev,,,12-2025,2025,81.14
DEBIT,2025-12-01,-14.41,2.02512E+14,"GITHUB, INC.","GITHUB, INC.",cap_one_visa,business,,,12-2025,2025,14.41
DEBIT,2025-12-01,-14.55,2.02512E+12,GOOGLE *YouTubePremium,GOOGLE *YouTubePremium,cap_one_visa,entertainment,,,12-2025,2025,14.55
DEBIT,2025-12-01,-145.6,2.53352E+16,Telus Comm BPY,,td_ch,utilities,,,12-2025,2025,145.6
DEBIT,2025-12-01,-360.02,2.53352E+16,KAS 3604 Radius FEE,,td_ch,rental inc,,,12-2025,2025,360.02
DEBIT,2025-12-01,-50.1,2025-11-20~2025-12-02~1825126,WWW.DUOMO.FIRENZE.IT,,td_visa,recreation/educ,,,12-2025,2025,50.1
DEBIT,2025-12-01,-175.35,2025-11-20~2025-12-02~1825136,TRATTORIA SAN PIERINO,,td_visa,food & bev,,,12-2025,2025,175.35
DEBIT,2025-12-01,-33.31,2025-11-20~2025-12-02~1825146,PK LAB S.R.L.,,td_visa,gifts/donations,,,12-2025,2025,33.31
DEBIT,2025-12-02,-15.67,2.02512E+14,TESLA,TESLA,cap_one_visa,entertainment,,,12-2025,2025,15.67
DEBIT,2025-12-02,-31.57,7.45379E+22,Amazon Web Serviceswww.amazon.c,,scotia_visa,business,,,12-2025,2025,31.57
DEBIT,2025-12-02,-19.94,7.40387E+22,Rebel186-662-0711 ON,,scotia_visa,business,,,12-2025,2025,19.94
DEBIT,2025-12-02,-76.34,2025-11-20~2025-12-03~1831436,Firenze Duty Free,,td_visa,travel/transport,,,12-2025,2025,76.34
DEBIT,2025-12-02,-43.34,2025-11-20~2025-12-03~1831446,BUY PARIS DUTY 4701427,,td_visa,gifts/donations,,,12-2025,2025,43.34
CHECK,2025-12-03,-2125,2.53381E+16,CHQ#00053-0146933761,,td_ch,rent,,,12-2025,2025,2125
DEBIT,2025-12-04,-65.09,1000030272813521D,Point Of Sale Withdrawal,BARNEY'S ON GRANVILLE VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,65.09
DEBIT,2025-12-04,-31.32,2.02512E+14,DD/DOORDASHTHEPERIPERI,DD/DOORDASHTHEPERIPERI,cap_one_visa,food & bev,,,12-2025,2025,31.32
DEBIT,2025-12-04,-9.98,2.02512E+14,EvoCarShare,EvoCarShare,cap_one_visa,auto/local trans,,,12-2025,2025,9.98
DEBIT,2025-12-04,-30,2025-11-20~2025-12-05~1812269,FLO SERVICES,,td_visa,auto/local trans,,,12-2025,2025,30
DEBIT,2025-12-05,-91.24,1000030272813524D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,91.24
DEBIT,2025-12-05,-11.53,1000030272813523D,Point Of Sale Withdrawal,TST-The Juice Truck- W VancouverBCCA,beem_ch,food & bev,,,12-2025,2025,11.53
DEBIT,2025-12-05,-77.41,1000030272813522D,Point Of Sale Withdrawal,CHOICES CAMBIE # 906 VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,77.41
DEBIT,2025-12-05,-3.13,2.02512E+14,GOOGLE *Google One,GOOGLE *Google One,cap_one_visa,utilities,,,12-2025,2025,3.13
DEBIT,2025-12-05,-5.5,2025-11-20~2025-12-08~1245397,IMPARK00011928U,,td_visa,auto/local trans,,,12-2025,2025,5.5
DEBIT,2025-12-05,-56.64,2025-11-20~2025-12-08~1245387,AMZN Mktp CA*BI7H50M91,,td_visa,supplies/services,,,12-2025,2025,56.64
DEBIT,2025-12-06,-3.15,2025-11-20~2025-12-08~1245407,ZIPBY,,td_visa,auto/local trans,,,12-2025,2025,3.15
DEBIT,2025-12-07,-41.34,1000030272813527D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,41.34
DEBIT,2025-12-07,-53.47,1000030272813526D,Point Of Sale Withdrawal,BC LIQUOR #177 VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,53.47
DEBIT,2025-12-07,-92.67,1000030272813525D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,92.67
DEBIT,2025-12-07,-75.41,2025-11-20~2025-12-08~1245427,AMZN Mktp CA*BI3D70830,,td_visa,supplies/services,,,12-2025,2025,75.41
DEBIT,2025-12-07,-5.5,2025-11-20~2025-12-08~1245417,IMPARK00011928U,,td_visa,auto/local trans,,,12-2025,2025,5.5
DEBIT,2025-12-08,-42.92,1000030272813528D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,42.92
DEBIT,2025-12-08,-49.96,2.02512E+14,HELLOFRESH,HELLOFRESH,cap_one_visa,food & bev,,,12-2025,2025,49.96
DEBIT,2025-12-08,-162.75,2.02512E+14,BCAA-MEMBERSHIP,BCAA-MEMBERSHIP,cap_one_visa,travel/transport,,,12-2025,2025,162.75
DEBIT,2025-12-08,-14.21,2.02512E+14,Spotify P3D335410A,Spotify P3D335410A,cap_one_visa,entertainment,,,12-2025,2025,14.21
DEBIT,2025-12-08,-4.47,2.02512E+12,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,utilities,,,12-2025,2025,4.47
CREDIT,2025-12-08,500,2025-11-20~2025-12-09~1758293,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,12-2025,2025,-500
DEBIT,2025-12-08,-5.5,2025-11-20~2025-12-09~1758283,IMPARK00011928U,,td_visa,auto/local trans,,,12-2025,2025,5.5
DEBIT,2025-12-09,-68,1000030272813529D,Point Of Sale Withdrawal,SAVE ON FOODS #937 VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,68
DEBIT,2025-12-09,-241.36,2025-11-20~2025-12-10~1805119,TESLA,,td_visa,auto/local trans,,,12-2025,2025,241.36
DEBIT,2025-12-11,-124.09,1000030272813530D,External Withdrawal,Auto Insurance Insurance Corporation of BC 038616540631,beem_ch,auto/local trans,,,12-2025,2025,124.09
DEBIT,2025-12-11,-181.65,2025-11-20~2025-12-12~1818407,EDDIE BAUER-ECOMM,,td_visa,supplies/services,,,12-2025,2025,181.65
CREDIT,2025-12-12,2000,2025-11-20~2025-12-15~1918445,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,12-2025,2025,-2000
DEBIT,2025-12-12,-134.4,2025-11-20~2025-12-15~1229282,LELABO CAD ONLINE,,td_visa,gifts/donations,,,12-2025,2025,134.4
DEBIT,2025-12-13,-138.06,1000030272813532D,Point Of Sale Withdrawal,CHAMBAR RESTAURANT VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,138.06
DEBIT,2025-12-13,-54.25,1000030272813531D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,54.25
DEBIT,2025-12-13,-27.99,2.02512E+14,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,entertainment,,,12-2025,2025,27.99
DEBIT,2025-12-14,-10.49,7.40834E+22,WealthicaMONTREAL QC,,scotia_visa,investment,,,12-2025,2025,10.49
DEBIT,2025-12-14,-19.27,2025-11-20~2025-12-15~1229292,Kindle Svcs,,td_visa,entertainment,,,12-2025,2025,19.27
DEBIT,2025-12-15,-146.14,1000030272813535D,External Withdrawal,Auto Insurance Insurance Corporation of BC 033760962787,beem_ch,auto/local trans,,,12-2025,2025,146.14
CREDIT,2025-12-15,2037.91,1000030272813534C,External Deposit,Rent/Leases VANTAGE WEST-NEW TRUST AR4070,beem_ch,rental inc,,,12-2025,2025,-2037.91
DEBIT,2025-12-15,-102.61,1000030272813533D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,102.61
DEBIT,2025-12-16,-88.55,1000030272813536D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,88.55
DEBIT,2025-12-16,-0.83,undefined,INTEREST CHARGES,,scotia_visa,int/bank chg/tax,,,12-2025,2025,0.83
DEBIT,2025-12-16,-581.28,2.53502E+16,Koodo Mobile BPY,,td_ch,utilities,,,12-2025,2025,581.28
DEBIT,2025-12-17,-8.5,1000030272813537D,Point Of Sale Withdrawal,FALSE CREEK FERRIES VANCOUVERBCCA,beem_ch,auto/local trans,,,12-2025,2025,8.5
DEBIT,2025-12-17,-87.25,2.02512E+14,INTEREST CHARGES,INTEREST CHARGES,cap_one_visa,int/bank chg/tax,,,12-2025,2025,87.25
DEBIT,2025-12-17,-250,2.53511E+16,HL311 TFR-TO C/C,,td_ch,transfer/pmt,,,12-2025,2025,250
CREDIT,2025-12-17,250,2025-11-20~2025-12-18~1802294,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,12-2025,2025,-250
CREDIT,2025-12-17,500,2025-11-20~2025-12-18~1802284,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,12-2025,2025,-500
DEBIT,2025-12-18,-2000,1000030272813540D,Bill Payment,"Capital One Mastercard, Confirmation 61470001",beem_ch,transfer/pmt,,,12-2025,2025,2000
DEBIT,2025-12-18,-44.11,1000030272813538D,Bill Payment,"BC Hydro, Confirmation 61469957",beem_ch,utilities,,,12-2025,2025,44.11
DEBIT,2025-12-18,-49.35,2025-11-20~2025-12-19~1759505,DOME PLANETARIUM SHOW,,td_visa,entertainment,,,12-2025,2025,49.35
CREDIT,2025-12-19,2500,1000030272813539C,Transfer Deposit,Transfer from 100003077328,beem_ch,transfer/pmt,,,12-2025,2025,-2500
CREDIT,2025-12-19,2000,2.02512E+14,PAYMENT,PAYMENT,cap_one_visa,transfer/pmt,,,12-2025,2025,-2000
CREDIT,2025-12-19,165.87,7.4529E+22,TD TrustTORONTO,,scotia_visa,transfer/pmt,,,12-2025,2025,-165.87
CREDIT,2025-12-19,2500,2.53531E+16,IB453 TFR-FR 6051374,,td_ch,transfer/pmt,,,12-2025,2025,-2500
DEBIT,2025-12-20,-180.04,1000030272813543D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,180.04
DEBIT,2025-12-20,-17.84,2025-12-20~2025-12-22~1305489,Kindle Svcs,,td_visa,entertainment,,,12-2025,2025,17.84
DEBIT,2025-12-21,-93.63,2025-12-20~2025-12-22~1305499,WWW.BLOOMEX.CA,,td_visa,gifts/donations,,,12-2025,2025,93.63
DEBIT,2025-12-22,-14.69,1000030272813546D,Point Of Sale Withdrawal,LONDON DRUGS 04 VANCOUVERBCCA,beem_ch,supplies/services,,,12-2025,2025,14.69
DEBIT,2025-12-22,-13.33,1000030272813545D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,13.33
DEBIT,2025-12-22,-16.03,1000030272813544D,Point Of Sale Withdrawal,SQ *PURDYS CHOCOLATIER VancouverBCCA,beem_ch,food & bev,,,12-2025,2025,16.03
CREDIT,2025-12-22,2000,2.02512E+14,PAYMENT,PAYMENT,cap_one_visa,transfer/pmt,,,12-2025,2025,-2000
DEBIT,2025-12-22,-88.93,2.02512E+12,HELLOFRESH,HELLOFRESH,cap_one_visa,food & bev,,,12-2025,2025,88.93
DEBIT,2025-12-22,-100,2.53562E+16,TD ATM W/D 003126,,td_ch,transfer/pmt,,,12-2025,2025,100
DEBIT,2025-12-22,-403.56,2025-12-20~2025-12-24~1755578,VIJS RESTAURANT,,td_visa,food & bev,,,12-2025,2025,403.56
DEBIT,2025-12-24,-30.23,1000030272813552D,Point Of Sale Withdrawal,SAVE ON FOODS #937 VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,30.23
DEBIT,2025-12-24,-11.55,1000030272813551D,Point Of Sale Withdrawal,SQ *PURDYS CHOCOLATIER VancouverBCCA,beem_ch,food & bev,,,12-2025,2025,11.55
DEBIT,2025-12-24,-31.5,1000030272813550D,Point Of Sale Withdrawal,SQ *PURDYS CHOCOLATIER VancouverBCCA,beem_ch,food & bev,,,12-2025,2025,31.5
DEBIT,2025-12-24,-14.69,1000030272813549D,Point Of Sale Withdrawal,LONDON DRUGS 04 VANCOUVERBCCA,beem_ch,supplies/services,,,12-2025,2025,14.69
DEBIT,2025-12-24,-144.99,1000030272813548D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,144.99
DEBIT,2025-12-24,-159.23,1000030272813547D,Point Of Sale Withdrawal,CHOICES CAMBIE # 906 VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,159.23
DEBIT,2025-12-24,-500,2.53581E+16,TD ATM W/D 001965,,td_ch,transfer/pmt,,,12-2025,2025,500
DEBIT,2025-12-24,-5.5,2025-12-20~2025-12-29~1326173,IMPARK00011928U,,td_visa,auto/local trans,,,12-2025,2025,5.5
DEBIT,2025-12-26,-47.19,7.40387E+22,Rebel186-662-0711 ON,,scotia_visa,business,,,12-2025,2025,47.19
DEBIT,2025-12-26,-4347.18,2025-12-20~2025-12-29~1214236,EXPEDIA 73335783593224,,td_visa_t,transfer/pmt,,,12-2025,2025,4347.18
DEBIT,2025-12-27,-24.63,2.02512E+14,APPLE.COM/BILL,APPLE.COM/BILL,cap_one_visa,entertainment,,,12-2025,2025,24.63
DEBIT,2025-12-27,-30.61,7.40834E+22,HOSTPAPABURLINGTON ON,,scotia_visa,business,,,12-2025,2025,30.61
DEBIT,2025-12-28,-18.25,1000030272813555D,Point Of Sale Withdrawal,BURRARD LIQUOR STORE VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,18.25
DEBIT,2025-12-28,-26,1000030272813554D,Point Of Sale Withdrawal,SQ *VELO STAR INC VancouverBCCA,beem_ch,food & bev,,,12-2025,2025,26
DEBIT,2025-12-28,-6.92,1000030272813553D,Point Of Sale Withdrawal,SUBWAY 37253 VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,6.92
DEBIT,2025-12-28,-32.54,7.40387E+22,Rebel186-662-0711 ON,,scotia_visa,business,,,12-2025,2025,32.54
DEBIT,2025-12-29,-217.8,1000030272813557D,Point Of Sale Withdrawal,LONDON DRUGS 04 VANCOUVERBCCA,beem_ch,supplies/services,,,12-2025,2025,217.8
DEBIT,2025-12-29,-37.79,1000030272813556D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,37.79
DEBIT,2025-12-29,-10.49,2.02512E+12,DOORDASHDASHPASS,DOORDASHDASHPASS,cap_one_visa,food & bev,,,12-2025,2025,10.49
CREDIT,2025-12-29,700,2.53631E+16,RJ454 TFR-FR 6051374,,td_ch,transfer/pmt,,,12-2025,2025,-700
DEBIT,2025-12-29,-145.6,2.53632E+16,Telus Comm BPY,,td_ch,utilities,,,12-2025,2025,145.6
CREDIT,2025-12-29,1000,2025-12-20~2025-12-30~1759079,PAYMENT - THANK YOU,,td_visa,transfer/pmt,,,12-2025,2025,-1000
DEBIT,2025-12-30,-14.55,2.02512E+14,GOOGLE *YouTubePremium,GOOGLE *YouTubePremium,cap_one_visa,entertainment,,,12-2025,2025,14.55
DEBIT,2025-12-30,-31.5,7.4529E+22,PROV OFVICTORIA BC,,scotia_visa,business,,,12-2025,2025,31.5
DEBIT,2025-12-30,-5.5,2025-12-20~2025-12-31~1800242,IMPARK00011928U,,td_visa,auto/local trans,,,12-2025,2025,5.5
DEBIT,2025-12-31,-0.13,1000030272813560D,OD Excess Bal Interest Charge,,beem_ch,int/bank chg/tax,,,12-2025,2025,0.13
DEBIT,2025-12-31,-84.86,1000030272813559D,Point Of Sale Withdrawal,BC LIQUOR #177 VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,84.86
DEBIT,2025-12-31,-202.14,1000030272813558D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,12-2025,2025,202.14
DEBIT,2025-12-31,-3.95,2.60011E+16,MONTHLY ACCOUNT FEE,,td_ch,int/bank chg/tax,,,12-2025,2025,3.95
DEBIT,2025-12-31,-5.5,2025-12-20~2026-01-02~1114405,IMPARK00011928U,,td_visa,auto/local trans,,,12-2025,2025,5.5
DEBIT,2025-12-31,-5566.4,2025-12-20~2025-12-31~1800252,WWW.GADVENTURES.COM,,td_visa,travel/transport,,,12-2025,2025,5566.4
DEBIT,2026-01-01,-31.89,7.45379E+22,Amazon Web Serviceswww.amazon.c,,scotia_visa,business,,,01-2026,2026,31.89
DEBIT,2026-01-01,-3.65,2025-12-20~2026-01-05~1218297,CITY OF VAN PAYBYPHONE,,td_visa,auto/local trans,,,01-2026,2026,3.65
DEBIT,2026-01-01,-148.05,2025-12-20~2026-01-02~1110569,DOME PLANETARIUM SHOW,,td_visa_t,entertainment,,,01-2026,2026,148.05
DEBIT,2026-01-02,-18.56,1000030272813563D,Point Of Sale Withdrawal,BC LIQUOR #177 VANCOUVERBCCA,beem_ch,food & bev,,,01-2026,2026,18.56
DEBIT,2026-01-02,-30.11,1000030272813562D,Point Of Sale Withdrawal,THE HOME DEPOT #7259 VANCOUVERBCCA,beem_ch,supplies/services,,,01-2026,2026,30.11
DEBIT,2026-01-02,-974.19,1000030272813561D,External Withdrawal,Mortgage Home Trust Company 0003300213,beem_ch,rental inc,,,01-2026,2026,974.19
DEBIT,2026-01-02,-15.67,2.02601E+14,TESLA,TESLA,cap_one_visa,entertainment,,,01-2026,2026,15.67
DEBIT,2026-01-02,-100,2.02601E+12,CANADAHELPS *DONATION,CANADAHELPS *DONATION,cap_one_visa,gifts/donations,,,01-2026,2026,100
DEBIT,2026-01-02,-100,2.02601E+12,CANADAHELPS *DONATION,CANADAHELPS *DONATION,cap_one_visa,gifts/donations,,,01-2026,2026,100
DEBIT,2026-01-02,-100,2.02601E+12,CANADAHELPS *DONATION,CANADAHELPS *DONATION,cap_one_visa,gifts/donations,,,01-2026,2026,100
DEBIT,2026-01-02,-500,2.02601E+12,CANADAHELPS *DONATION,CANADAHELPS *DONATION,cap_one_visa,gifts/donations,,,01-2026,2026,500
DEBIT,2026-01-02,-381,2.02601E+12,CANADAHELPS *DONATION,CANADAHELPS *DONATION,cap_one_visa,gifts/donations,,,01-2026,2026,381
DEBIT,2026-01-02,-14.05,2.02601E+12,"GITHUB, INC.","GITHUB, INC.",cap_one_visa,business,,,01-2026,2026,14.05
DEBIT,2026-01-02,-360.02,2.60022E+16,KAS 3604 Radius FEE,,td_ch,rental inc,,,01-2026,2026,360.02
CHECK,2026-01-02,-2125,2.60031E+16,CHQ#00052-0145365856,,td_ch,rent,,,01-2026,2026,2125
CREDIT,2026-01-03,1000,1000030272813564C,Transfer Deposit,Transfer from 100003077328,beem_ch,transfer/pmt,,,01-2026,2026,-1000
DEBIT,2026-01-05,-64.96,1000030272813565D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,01-2026,2026,64.96
DEBIT,2026-01-05,-88.93,2.02601E+14,HELLOFRESH,HELLOFRESH,cap_one_visa,food & bev,,,01-2026,2026,88.93
DEBIT,2026-01-05,-3.13,2.02601E+14,GOOGLE *Google One,GOOGLE *Google One,cap_one_visa,utilities,,,01-2026,2026,3.13
DEBIT,2026-01-06,-40.44,1000030272813566D,Point Of Sale Withdrawal,WHOLE FOODS MARKET VANCOUVERBCCA,beem_ch,food & bev,,,01-2026,2026,40.44
